monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929841877,1190146243.627,http://upload.wikimedia.org/wikipedia/tr/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,tr,b,bc,Wiki.png,,
929841878,1190146243.656,http://en.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://en.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929841879,1190146243.636,http://upload.wikimedia.org/wikipedia/en/thumb/b/be/The_Blue_Lagoon_DVD.jpg/180px-The_Blue_Lagoon_DVD.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,b,be,The_Blue_Lagoon_DVD.jpg,180px-The_Blue_Lagoon_DVD.jpg
929841880,1190146243.628,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841881,1190146243.635,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wikiversity-logo.svg/35px-Wikiversity-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,91,Wikiversity-logo.svg,35px-Wikiversity-logo.svg.png
929841882,1190146243.645,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Hpheadquartersentrance.jpg/180px-Hpheadquartersentrance.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,6,6b,Hpheadquartersentrance.jpg,180px-Hpheadquartersentrance.jpg
929841883,1190146243.658,http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Estatuablanco.JPG/150px-Estatuablanco.JPG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,06,Estatuablanco.JPG,150px-Estatuablanco.JPG
929841885,1190146243.66,http://en.wikipedia.org/wiki/Florence_Nightingale,-,http://en.wikipedia.org,wiki,Florence_Nightingale,,,,,
929841884,1190146243.652,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Open_book_01.svg/30px-Open_book_01.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f3,Open_book_01.svg,30px-Open_book_01.svg.png
929841887,1190146243.628,http://commons.wikimedia.org/w/index.php?title=Mediawiki:Wikimediaplayer.js&action=raw&ctype=text/javascript&dontcountme=s,-,http://commons.wikimedia.org,w,index.php?title=Mediawiki:Wikimediaplayer.js&action=raw&ctype=text,javascript&dontcountme=s,,,,
929841890,1190146243.655,http://en.wikipedia.org/wiki/List_of_The_4400_episodes,-,http://en.wikipedia.org,wiki,List_of_The_4400_episodes,,,,,
929841892,1190146243.656,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
929841886,1190146243.637,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Kino_Polonia_w_Lodzi.jpg/190px-Kino_Polonia_w_Lodzi.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f6,Kino_Polonia_w_Lodzi.jpg,190px-Kino_Polonia_w_Lodzi.jpg
929841888,1190146243.657,http://upload.wikimedia.org/wikipedia/en/6/60/Wikinews-logo-51px.png,-,http://upload.wikimedia.org,wikipedia,en,6,60,Wikinews-logo-51px.png,,
929841891,1190146243.634,http://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikispecies-logo.svg/35px-Wikispecies-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,df,Wikispecies-logo.svg,35px-Wikispecies-logo.svg.png
929841889,1190146243.637,http://fr.wikipedia.org/skins-1.5/monobook/IE60Fixes.css?99,-,http://fr.wikipedia.org,skins-1.5,monobook,IE60Fixes.css?99,,,,
929841893,1190146243.636,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Nuvola_apps_important.svg/30px-Nuvola_apps_important.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f7,Nuvola_apps_important.svg,30px-Nuvola_apps_important.svg.png
929841894,1190146243.641,http://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Emory-university-quad.jpg/180px-Emory-university-quad.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4b,Emory-university-quad.jpg,180px-Emory-university-quad.jpg
929841895,1190146243.639,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Osterseen_Gewitterabend_Grosser_Ostersee_01.jpg/125px-Osterseen_Gewitterabend_Grosser_Ostersee_01.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,41,Osterseen_Gewitterabend_Grosser_Ostersee_01.jpg,125px-Osterseen_Gewitterabend_Grosser_Ostersee_01.jpg
929841896,1190146243.662,http://en.wikipedia.org/favicon.ico,-,http://en.wikipedia.org,favicon.ico,,,,,,
929841900,1190146243.655,http://es.wikipedia.org/images/wikimedia-button.png,-,http://es.wikipedia.org,images,wikimedia-button.png,,,,,
929841898,1190146243.657,http://es.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://es.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841897,1190146243.634,http://fur.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://fur.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841899,1190146243.651,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Erioll_world.svg/18px-Erioll_world.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9a,Erioll_world.svg,18px-Erioll_world.svg.png
929841901,1190146243.632,http://de.wikipedia.org/wiki/Bild:Rollling_Joint_III.jpg,-,http://de.wikipedia.org,wiki,Bild:Rollling_Joint_III.jpg,,,,,
929841903,1190146243.665,http://upload.wikimedia.org/wikipedia/commons/1/18/BarrisonPussy.JPG,-,http://upload.wikimedia.org,wikipedia,commons,1,18,BarrisonPussy.JPG,,
929841902,1190146243.645,http://pt.wikipedia.org/w/index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text/javascript&dontcountme=s,-,http://pt.wikipedia.org,w,index.php?title=MediaWiki:Wikimediaplayer.js&action=raw&ctype=text,javascript&dontcountme=s,,,,
929841904,1190146243.662,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929841905,1190146243.674,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Celestia.png/25px-Celestia.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,83,Celestia.png,25px-Celestia.png
929841910,1190146243.639,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929841906,1190146243.66,http://en.wikipedia.org/w/index.php?title=User:X%2C_the_Nerd/monobook.css&action=raw&ctype=text/css,-,http://en.wikipedia.org,w,index.php?title=User:X%2C_the_Nerd,monobook.css&action=raw&ctype=text,css,,,
929841907,1190146243.641,http://fr.wikipedia.org/skins-1.5/monobook/IE70Fixes.css?99,-,http://fr.wikipedia.org,skins-1.5,monobook,IE70Fixes.css?99,,,,
929841911,1190146243.66,http://upload.wikimedia.org/wikipedia/commons/e/ef/Gray794.png,-,http://upload.wikimedia.org,wikipedia,commons,e,ef,Gray794.png,,
929841909,1190146243.639,http://upload.wikimedia.org/wikipedia/it/e/e4/PPcornerTop2.gif,-,http://upload.wikimedia.org,wikipedia,it,e,e4,PPcornerTop2.gif,,
929841908,1190146243.654,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841912,1190146243.641,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Tignanello_BMK.jpg/180px-Tignanello_BMK.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,f,f0,Tignanello_BMK.jpg,180px-Tignanello_BMK.jpg
929841913,1190146243.671,http://es.wikipedia.org/skins-1.5/monobook/user.gif,-,http://es.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841914,1190146243.668,http://es.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://es.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841915,1190146243.648,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Nuvola_apps_kuser.png/70px-Nuvola_apps_kuser.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,0f,Nuvola_apps_kuser.png,70px-Nuvola_apps_kuser.png
929841916,1190146243.675,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Broom_icon.svg/40px-Broom_icon.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2c,Broom_icon.svg,40px-Broom_icon.svg.png
929841918,1190146243.639,http://de.wikipedia.org/wiki/maut,-,http://de.wikipedia.org,wiki,maut,,,,,
929841917,1190146243.652,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/22px-Flag_of_the_United_States.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a4,Flag_of_the_United_States.svg,22px-Flag_of_the_United_States.svg.png
929841919,1190146243.664,http://en.wikipedia.org/favicon.ico,-,http://en.wikipedia.org,favicon.ico,,,,,,
929841921,1190146243.645,http://en.wikipedia.org/wiki/Tourgasm,-,http://en.wikipedia.org,wiki,Tourgasm,,,,,
929841920,1190146243.663,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841923,1190146243.645,http://upload.wikimedia.org/wikipedia/commons/7/74/Wikipedia-logo-es.png,-,http://upload.wikimedia.org,wikipedia,commons,7,74,Wikipedia-logo-es.png,,
929841925,1190146243.663,http://en.wikipedia.org/wiki/Zymogen,-,http://en.wikipedia.org,wiki,Zymogen,,,,,
929841922,1190146243.649,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Icons-mini-file_acrobat.gif/15px-Icons-mini-file_acrobat.gif,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,23,Icons-mini-file_acrobat.gif,15px-Icons-mini-file_acrobat.gif
929841928,1190146243.682,http://upload.wikimedia.org/wikipedia/commons/5/5d/Checker-16x16.png,-,http://upload.wikimedia.org,wikipedia,commons,5,5d,Checker-16x16.png,,
929841924,1190146243.672,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929841926,1190146243.666,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Flag_of_Argentina.svg/22px-Flag_of_Argentina.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1a,Flag_of_Argentina.svg,22px-Flag_of_Argentina.svg.png
929841927,1190146243.653,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Erioll_world.svg/18px-Erioll_world.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9a,Erioll_world.svg,18px-Erioll_world.svg.png
929841930,1190146243.796,http://es.wikisource.org/wiki/Himno_al_Estado_de_M%C3%A9xico,-,http://es.wikisource.org,wiki,Himno_al_Estado_de_M%C3%A9xico,,,,,
929841931,1190146243.662,http://upload.wikimedia.org/wikipedia/en/e/e3/Wikiversity-logo-41px.png,-,http://upload.wikimedia.org,wikipedia,en,e,e3,Wikiversity-logo-41px.png,,
929841929,1190146243.649,http://upload.wikimedia.org/math/8/a/1/8a140337171d690f8dd0eebd94448bf0.png,-,http://upload.wikimedia.org,math,8,a,1,8a140337171d690f8dd0eebd94448bf0.png,,
929841932,1190146243.653,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/20px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,20px-Wiktionary-logo-en.png
929841933,1190146243.657,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Guinea.svg/22px-Flag_of_Guinea.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,ed,Flag_of_Guinea.svg,22px-Flag_of_Guinea.svg.png
929841935,1190146243.654,http://en.wikipedia.org/wiki/Rice_burner,-,http://en.wikipedia.org,wiki,Rice_burner,,,,,
929841937,1190146243.657,http://pl.wikipedia.org/skins-1.5/common/images/button_extlink.png,-,http://pl.wikipedia.org,skins-1.5,common,images,button_extlink.png,,,
929841934,1190146243.652,http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Flag_of_the_United_Kingdom.svg/20px-Flag_of_the_United_Kingdom.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,ae,Flag_of_the_United_Kingdom.svg,20px-Flag_of_the_United_Kingdom.svg.png
929841936,1190146243.671,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Flag_of_Germany_1933.svg/20px-Flag_of_Germany_1933.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2f,Flag_of_Germany_1933.svg,20px-Flag_of_Germany_1933.svg.png
929841938,1190146243.675,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929841939,1190146243.652,http://upload.wikimedia.org/math/0/7/9/07991f58891a3fa19f082a2677175d3b.png,-,http://upload.wikimedia.org,math,0,7,9,07991f58891a3fa19f082a2677175d3b.png,,
929841941,1190146243.65,http://upload.wikimedia.org/wikipedia/gl/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,gl,b,bc,Wiki.png,,
929841940,1190146243.652,http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Nuvola_apps_bookcase.png/50px-Nuvola_apps_bookcase.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,33,Nuvola_apps_bookcase.png,50px-Nuvola_apps_bookcase.png
929841942,1190146243.655,http://en.wikipedia.org/skins-1.5/monobook/lock_icon.gif,-,http://en.wikipedia.org,skins-1.5,monobook,lock_icon.gif,,,,
929841943,1190146243.689,http://es.wikipedia.org/wiki/Golpe_de_Estado_de_febrero_de_1992_en_Venezuela,-,http://es.wikipedia.org,wiki,Golpe_de_Estado_de_febrero_de_1992_en_Venezuela,,,,,
929841944,1190146243.684,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/25px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,25px-Wiktionary-logo-en.png
929841947,1190146243.657,http://pl.wikipedia.org/w/index.php?title=MediaWiki:Youvegotmail.js&action=raw&ctype=text/javascript&dontcountme=s,-,http://pl.wikipedia.org,w,index.php?title=MediaWiki:Youvegotmail.js&action=raw&ctype=text,javascript&dontcountme=s,,,,
929841946,1190146243.68,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/ChandBibiHawking.png/88px-ChandBibiHawking.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b7,ChandBibiHawking.png,88px-ChandBibiHawking.png
929841948,1190146243.681,http://en.wikipedia.org/wiki/Special:Search?search=chavo+guerrero,-,http://en.wikipedia.org,wiki,Special:Search?search=chavo+guerrero,,,,,
929841951,1190146243.675,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929841950,1190146243.676,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929841952,1190146243.678,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929841949,1190146243.688,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Gnome-speakernotes.png/30px-Gnome-speakernotes.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a6,Gnome-speakernotes.png,30px-Gnome-speakernotes.png
929841953,1190146243.661,http://upload.wikimedia.org/wikipedia/en/d/d3/Wikimedia-logo-35px.png,-,http://upload.wikimedia.org,wikipedia,en,d,d3,Wikimedia-logo-35px.png,,
929841955,1190146243.665,http://es.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://es.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929841945,1190146243.677,http://commons.wikimedia.org/w/index.php?title=MediaWiki:Edittools.js&action=raw&ctype=text/javascript,-,http://commons.wikimedia.org,w,index.php?title=MediaWiki:Edittools.js&action=raw&ctype=text,javascript,,,,
929841954,1190146243.657,http://en.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://en.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841956,1190146243.679,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Wikiquote-logo-en.svg/49px-Wikiquote-logo-en.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,d,d6,Wikiquote-logo-en.svg,49px-Wikiquote-logo-en.svg.png
929841957,1190146243.674,http://upload.wikimedia.org/wikipedia/en/9/93/Reachoutsj7.png,-,http://upload.wikimedia.org,wikipedia,en,9,93,Reachoutsj7.png,,
929841959,1190146243.678,http://en.wikipedia.org/wiki/Special:Search?search=rick+astley&go=Go,-,http://en.wikipedia.org,wiki,Special:Search?search=rick+astley&go=Go,,,,,
929841958,1190146243.795,http://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Wikiversity-logo-Snorky.svg/27px-Wikiversity-logo-Snorky.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,34,Wikiversity-logo-Snorky.svg,27px-Wikiversity-logo-Snorky.svg.png
929841961,1190146243.683,http://en.wikipedia.org/wiki/Luigi_Pieroni,-,http://en.wikipedia.org,wiki,Luigi_Pieroni,,,,,
929841960,1190146243.689,http://pt.wikipedia.org/w/index.php?title=MediaWiki:Common.css&action=raw&ctype=text/css&smaxage=2678400,-,http://pt.wikipedia.org,w,index.php?title=MediaWiki:Common.css&action=raw&ctype=text,css&smaxage=2678400,,,,
929841962,1190146243.685,http://upload.wikimedia.org/wikipedia/en/d/d4/Monobook-bullet-star.png,-,http://upload.wikimedia.org,wikipedia,en,d,d4,Monobook-bullet-star.png,,
929841963,1190146243.682,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
929841966,1190146243.654,http://es.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://es.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841968,1190146243.683,http://en.wikipedia.org/wiki/Special:Search?search=&fulltext=Search,-,http://en.wikipedia.org,wiki,Special:Search?search=&fulltext=Search,,,,,
929841964,1190146243.685,http://upload.wikimedia.org/wikipedia/en/thumb/0/0b/TR_Assissination_Bullet_Damage.jpg/180px-TR_Assissination_Bullet_Damage.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,0,0b,TR_Assissination_Bullet_Damage.jpg,180px-TR_Assissination_Bullet_Damage.jpg
929841967,1190146243.658,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841969,1190146243.682,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Pompeje_teatr_wielki.JPG/240px-Pompeje_teatr_wielki.JPG,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1a,Pompeje_teatr_wielki.JPG,240px-Pompeje_teatr_wielki.JPG
929841965,1190146243.689,http://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aftnn_The_Seine_from_the_Eiffel_Tower.jpg/320px-Aftnn_The_Seine_from_the_Eiffel_Tower.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,34,Aftnn_The_Seine_from_the_Eiffel_Tower.jpg,320px-Aftnn_The_Seine_from_the_Eiffel_Tower.jpg
929841970,1190146243.665,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929841971,1190146243.652,http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/F1_car_icon.png/45px-F1_car_icon.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,58,F1_car_icon.png,45px-F1_car_icon.png
929841972,1190146243.661,http://en.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929841973,1190146243.661,http://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Commons-logo.svg/18px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,4a,Commons-logo.svg,18px-Commons-logo.svg.png
929841974,1190146243.663,http://upload.wikimedia.org/wikipedia/he/e/ea/Button_align_left.png,-,http://upload.wikimedia.org,wikipedia,he,e,ea,Button_align_left.png,,
929841978,1190146243.662,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841975,1190146243.695,http://upload.wikimedia.org/wikipedia/en/thumb/4/46/Plano_stone_church13.jpg/100px-Plano_stone_church13.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,46,Plano_stone_church13.jpg,100px-Plano_stone_church13.jpg
929841976,1190146243.688,http://en.wikipedia.org/wiki/Image:Dahlgren_gun.jpg,-,http://en.wikipedia.org,wiki,Image:Dahlgren_gun.jpg,,,,,
929841979,1190146243.686,http://upload.wikimedia.org/wikipedia/en/8/8a/Shiki_s.PNG,-,http://upload.wikimedia.org,wikipedia,en,8,8a,Shiki_s.PNG,,
929841977,1190146243.663,http://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Airfranceflight358.jpg/180px-Airfranceflight358.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,09,Airfranceflight358.jpg,180px-Airfranceflight358.jpg
929841981,1190146243.687,http://en.wikipedia.org/wiki/Special:Random,-,http://en.wikipedia.org,wiki,Special:Random,,,,,
929841986,1190146243.682,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929841980,1190146243.663,http://upload.wikimedia.org/wikipedia/en/3/3a/Talk_Like_a_Pirate_Day.png,-,http://upload.wikimedia.org,wikipedia,en,3,3a,Talk_Like_a_Pirate_Day.png,,
929841982,1190146243.689,http://en.wikipedia.org/skins-1.5/monobook/bullet.gif,-,http://en.wikipedia.org,skins-1.5,monobook,bullet.gif,,,,
929841984,1190146243.682,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929841985,1190146243.688,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841983,1190146243.661,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Crystal_Clear_app_kate.png/40px-Crystal_Clear_app_kate.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,15,Crystal_Clear_app_kate.png,40px-Crystal_Clear_app_kate.png
929841990,1190146243.665,http://en.wikipedia.org/,-,http://en.wikipedia.org,,,,,,,
929841987,1190146243.683,http://commons.wikimedia.org/w/index.php?title=MediaWiki:Cookieblock.js&action=raw&ctype=text/javascript,-,http://commons.wikimedia.org,w,index.php?title=MediaWiki:Cookieblock.js&action=raw&ctype=text,javascript,,,,
929841988,1190146243.666,http://tr.wikipedia.org/images/wikimedia-button.png,-,http://tr.wikipedia.org,images,wikimedia-button.png,,,,,
929841991,1190146243.695,http://es.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://es.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929841989,1190146243.683,http://en.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://en.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929841992,1190146243.664,http://en.wikipedia.org/skins-1.5/common/shared.css?99,-,http://en.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929841995,1190146243.698,http://upload.wikimedia.org/wikipedia/en/thumb/2/21/AAA_reynkay_5747.jpg/250px-AAA_reynkay_5747.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,2,21,AAA_reynkay_5747.jpg,250px-AAA_reynkay_5747.jpg
929841996,1190146243.701,http://en.wikipedia.org/w/extensions/LuceneSearch/lucenesearch.css,-,http://en.wikipedia.org,w,extensions,LuceneSearch,lucenesearch.css,,,
929841993,1190146243.671,http://de.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://de.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929841994,1190146243.689,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Lifesciencesctr.jpg/120px-Lifesciencesctr.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2a,Lifesciencesctr.jpg,120px-Lifesciencesctr.jpg
929841997,1190146243.694,http://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Asia_-_Aqua_cover_art.png/200px-Asia_-_Aqua_cover_art.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,b,b1,Asia_-_Aqua_cover_art.png,200px-Asia_-_Aqua_cover_art.png
929841998,1190146243.673,http://it.wikipedia.org/wiki/Speciale:Ricerca?search=emilio+fede&go=Vai,-,http://it.wikipedia.org,wiki,Speciale:Ricerca?search=emilio+fede&go=Vai,,,,,
929841999,1190146243.704,http://upload.wikimedia.org/wikipedia/commons/thumb/9/91/LocationGuyana.svg/250px-LocationGuyana.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,91,LocationGuyana.svg,250px-LocationGuyana.svg.png
929842000,1190146243.673,http://en.wikipedia.org/wiki/Lynching_in_the_United_States,-,http://en.wikipedia.org,wiki,Lynching_in_the_United_States,,,,,
929842001,1190146243.674,http://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Wikipedia-logo.png/25px-Wikipedia-logo.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,6,63,Wikipedia-logo.png,25px-Wikipedia-logo.png
929842002,1190146243.668,http://en.wikipedia.org/wiki/Gigantopithecus,-,http://en.wikipedia.org,wiki,Gigantopithecus,,,,,
929842003,1190146243.693,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,5f,Disambig_gray.svg,30px-Disambig_gray.svg.png
929842004,1190146243.675,http://fr.wikipedia.org/w/index.php?title=Clumber_Spaniel&action=edit,-,http://fr.wikipedia.org,w,index.php?title=Clumber_Spaniel&action=edit,,,,,
929842006,1190146243.672,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Chillon-castle-winter.jpg/250px-Chillon-castle-winter.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,7c,Chillon-castle-winter.jpg,250px-Chillon-castle-winter.jpg
929842005,1190146243.692,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
